time,Chambre1_heaGai_reaCon_y,Chambre1_heaGai_reaLat_y,Chambre1_heaGai_reaRad_y,Chambre1_heaGai_reaTot_y,Chambre2_heaGai_reaCon_y,Chambre2_heaGai_reaLat_y,Chambre2_heaGai_reaRad_y,Chambre2_heaGai_reaTot_y,Chambre3_heaGai_reaCon_y,Chambre3_heaGai_reaLat_y,Chambre3_heaGai_reaRad_y,Chambre3_heaGai_reaTot_y,Combles_heaGai_reaCon_y,Combles_heaGai_reaLat_y,Combles_heaGai_reaRad_y,Combles_heaGai_reaTot_y,Couloir_heaGai_reaCon_y,Couloir_heaGai_reaLat_y,Couloir_heaGai_reaRad_y,Couloir_heaGai_reaTot_y,Garage_heaGai_reaCon_y,Garage_heaGai_reaLat_y,Garage_heaGai_reaRad_y,Garage_heaGai_reaTot_y,SDB_heaGai_reaCon_y,SDB_heaGai_reaLat_y,SDB_heaGai_reaRad_y,SDB_heaGai_reaTot_y,Salon_heaGai_reaCon_y,Salon_heaGai_reaLat_y,Salon_heaGai_reaRad_y,Salon_heaGai_reaTot_y
8217000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8217900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218800,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8219700,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8220600,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8221500,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8222400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8224200,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8225100,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8227800,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8228700,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8229600,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8230500,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8231400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8232300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8233200,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8234100,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8235000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8235900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8236800,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237700,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8238600,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8239500,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8240400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8242200,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8243100,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8244000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8244900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8245800,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8246700,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8247600,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8248500,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8249400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8250300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8251200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8252100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8253000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8253900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8254800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8255700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8256600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8259300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8260200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8261100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8262000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8262900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8263800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8264700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8265600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8266500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8267400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8268300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8269200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8270100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8272800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8273700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8274600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8275500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8276400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8278200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8279100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8281800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8282700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8283600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8284500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8285400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8286300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8287200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8288100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,53.06,106.12
8289000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8289900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8290800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8291700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8292600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8293500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8295300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8296200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8297100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8298900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8299800,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8300700,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8301600,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8302500,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8303400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8305200,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8306100,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8307000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8307900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308800,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8309700,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8310600,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8311500,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8312400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8313300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8314200,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8315100,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8316000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8316900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8317800,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8318700,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8319600,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8320500,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8321400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8322300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8323200,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8324100,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8325000,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8325900,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8326800,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8327700,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8328600,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8329500,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8330400,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8331300,19.53,0,19.53,39.06,17.2375,0,17.2375,34.475,24.99,0,24.99,49.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8332200,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8333100,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8334000,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8334900,9.765,0,85.8762,95.6412,8.61875,0,75.79575,84.4145,12.495,0,109.8846,122.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,233.3124,259.8424
8335800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8336700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8337600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8338500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8339400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8340300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8341200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8342100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8343900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8344800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8345700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8346600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8347500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8348400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8349300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8350200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8351100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8352000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8352900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8353800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8354700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8355600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8356500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8357400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8358300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8359200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8360100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8361900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8362800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8363700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8364600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
8365500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.06,0,259.8424,312.9024
